OBJECTID,link_name,len_mile,ifc,ifc_desc,post_speed,iway,vmt,volumes,lanes,median,SHAPE_Length
17558,DULIN,1.250191,7,Local (non-circulation element) Road,20,2,352.9296794,0.28230061,2,No Median,6600.927259
17559,PALA,0.268195,2,Prime Arterial,55,2,7053.548964,26.3000763,2,No Median,1416.108388
17560,DOUGLAS,0.134823,3,Major Arterial,40,2,2502.446274,18.56097457,4,Continuous LT Center Lane,711.888317
17561,DOUGLAS,0.021851,3,Major Arterial,40,2,405.5758553,18.56097457,4,Continuous LT Center Lane,115.2999662
17562,MISSION,0.10217,3,Major Arterial,40,2,2243.751069,21.96095791,4,No Median,539.4480263
17563,MISSION,0.114901,3,Major Arterial,40,2,2523.336024,21.96095791,4,No Median,606.6649836
17564,VIA MONTORO,0.065473,7,Local (non-circulation element) Road,30,2,96.25867441,1.47020412,2,No Median,345.6871155
17565,VIA MONTORO,0.175285,7,Local (non-circulation element) Road,30,2,246.0414516,1.40366518,2,No Median,925.5270481
17566,JACKSON,0.290803,3,Major Arterial,45,2,3394.143335,11.67162421,4,Raised of Fixed Median,1535.474082
17567,JACKSON,0.093133,3,Major Arterial,45,2,875.6869833,9.40254242,4,Raised of Fixed Median,491.70357
17568,ARENA,0.182946,6,Rural Collector,25,2,286.5158215,1.56612236,2,No Median,965.9521658
17569,ARENA,0.243583,6,Rural Collector,25,2,488.0353258,2.00356891,2,No Median,1286.096052
17570,VIA PELICANO,0.102738,5,Local Collector,30,2,152.3520448,1.48291815,2,No Median,542.4428707
17571,PINE,0.187447,3,Major Arterial,40,2,1899.052118,10.1311417,2,No Median,989.7462293
17572,PINE,0.026255,3,Major Arterial,40,2,265.9931253,10.1311417,2,No Median,138.5813716
17573,CARMEL VALLEY,0.426067,3,Major Arterial,50,2,7274.28334,17.07309728,4,No Median,2249.639006
17574,CARMEL VALLEY,0.287271,3,Major Arterial,50,2,4904.60573,17.07309728,4,No Median,1516.822723
17575,CARMEL MTN,0.36271,3,Major Arterial,35,2,401.2032966,1.10612692,2,Raised of Fixed Median,1915.065812
17576,TWIN TRAILS,0.061975,7,Local (non-circulation element) Road,25,2,131.381892,2.11991758,4,Raised of Fixed Median,327.2406035
17577,TWIN TRAILS,0.11039,7,Local (non-circulation element) Road,35,2,66.69818929,0.60420499,2,Continuous LT Center Lane,582.8279556
17578,FAIRGROVE,0.071896,7,Local (non-circulation element) Road,25,2,43.43992225,0.60420499,2,No Median,379.6080071
17579,FAIRGROVE,0.093387,7,Local (non-circulation element) Road,25,2,56.42489177,0.60420499,2,No Median,493.0785598
17580,CARMEL MTN,0.150057,3,Major Arterial,40,2,3670.723095,24.46219166,4,Raised of Fixed Median,792.3426934
17581,CARMEL MTN,0.104821,3,Major Arterial,40,2,2456.92857,23.43927811,4,Raised of Fixed Median,553.409616
17582,VIA PUERTA DEL SOL,0.576398,5,Local Collector,35,2,2833.297377,4.91552257,2,No Median,3043.360778
17583,VIA PUERTA DEL SOL,0.129244,5,Local Collector,35,2,729.3957004,5.6435556,2,No Median,682.405981
17584,VIA PUERTA DEL SOL,0.186037,5,Local Collector,35,2,1049.910154,5.6435556,2,No Median,982.3485275
17585,VIA PUERTA DEL SOL,0.30335,5,Local Collector,35,2,1748.206512,5.76300152,2,No Median,1601.661267
17586,OLYMPIC PARKWAY,0.637284,2,Prime Arterial,50,2,32516.47646,51.02352555,6,Raised of Fixed Median,3364.849539
17587,VIA RANCHO,0.302388,5,Local Collector,35,2,1367.695846,4.52298321,2,No Median,1596.58244
17588,ALPHA,0.370485,5,Local Collector,30,2,312.1877307,0.84264607,2,No Median,1956.155906
17589,43RD,0.12824,3,Major Arterial,30,1,1101.92547,8.59268146,2,No Median,677.1063011
17590,43RD,0.128243,3,Major Arterial,30,1,1101.951248,8.59268146,2,No Median,677.1247617
17591,AVOCADO,0.127949,3,Major Arterial,45,2,3593.685707,28.08686044,4,Continuous LT Center Lane,675.6016697
17592,AVOCADO,0.106472,3,Major Arterial,50,2,3064.894978,28.78592473,4,Continuous LT Center Lane,562.1917755
17593,IMPERIAL BEACH,0.102283,3,Major Arterial,35,2,1093.949337,10.69531924,4,No Median,540.0523931
17594,IMPERIAL BEACH,0.13031,3,Major Arterial,35,2,1464.650544,11.23974019,4,No Median,688.0355457
17595,HERITAGE,0.185452,2,Prime Arterial,45,2,5558.797524,29.97431963,6,Raised of Fixed Median,979.2302479
17596,HERITAGE,0.181586,2,Prime Arterial,45,2,5442.916805,29.97431963,6,Raised of Fixed Median,958.7529179
17597,VIA RANCHO,0.207895,5,Local Collector,35,2,610.6397258,2.93725066,2,No Median,1097.697159
17598,VIA RANCHO,0.138348,5,Local Collector,35,2,400.292397,2.89337321,2,No Median,730.4723693
17599,OTAY LAKES,0.146844,2,Prime Arterial,50,2,7298.243621,49.70065935,6,Raised of Fixed Median,775.3271506
17600,OTAY LAKES,0.16477,2,Prime Arterial,50,2,8189.17764,49.70065935,6,Raised of Fixed Median,870.0125691
17601,SPUR,0.313367,5,Local Collector,25,2,437.0747515,1.39476956,2,No Median,1654.596035
17602,SPUR,0.183535,5,Local Collector,25,2,0,0,2,No Median,969.0624684
17603,SPUR,0.103634,5,Local Collector,25,2,0,0,2,No Median,547.1848837
17604,BOYLE,0.109913,5,Local Collector,30,2,61.86728801,0.56287507,2,No Median,580.3692008
17605,DEL REY,0.120266,5,Local Collector,30,2,178.3446341,1.48291815,2,No Median,635.054905
17606,DEL REY,0.140873,5,Local Collector,30,2,208.9031284,1.48291815,2,No Median,743.7723297
17607,OLD GROVE,0.055267,3,Major Arterial,35,2,941.3351009,17.03249861,4,Raised of Fixed Median,291.8117223
17608,OLD GROVE,0.236775,3,Major Arterial,35,2,3548.69713,14.98763438,4,No Median,1250.136875
17609,FRAZEE,0.110727,4,Collector,30,2,603.476665,5.45013109,2,No Median,584.6658226
17610,FRAZEE,0.049976,4,Collector,30,2,163.2302006,3.26617177,2,No Median,263.8783553
17611,HAYMAR,0.098418,4,Collector,35,2,614.6183174,6.24497874,2,No Median,519.6734958
17612,SIMPSON,0.134417,7,Local (non-circulation element) Road,35,2,703.4106661,5.23304839,2,No Median,709.7321196
17613,VIA CANTEBRIA,0.082092,4,Collector,40,2,1190.177508,14.4980937,4,No Median,433.4929259
17614,BATIQUITOS,0.111827,7,Local (non-circulation element) Road,35,2,364.8416077,3.26255384,2,No Median,590.4447955
17615,BATIQUITOS,0.586053,7,Local (non-circulation element) Road,35,2,937.9758439,1.60049662,2,No Median,3094.326885
17616,CAMINO SANTA FE,0.186026,2,Prime Arterial,40,2,3795.720516,20.40424734,6,Raised of Fixed Median,982.2243461
17617,CAMINO SANTA FE,0.218116,2,Prime Arterial,40,2,5090.257038,23.33738487,6,Raised of Fixed Median,1151.626193
17618,CARROLL CANYON,0.169597,2,Prime Arterial,45,2,7.387528468,0.04355931,2,No Median,895.4953178
17619,BLUE CYPRESS,0.277501,4,Collector,35,2,950.2708019,3.42438695,2,No Median,1465.204445
17620,BLUE CYPRESS,0.151277,4,Collector,35,2,633.9376542,4.19057526,2,No Median,798.7155696
17621,ANGELIQUE,0.315364,5,Local Collector,25,2,1445.92478,4.58493925,2,No Median,1665.158371
17622,ANGELIQUE,0.118791,5,Local Collector,25,2,424.6019691,3.57436143,2,No Median,627.2382982
17623,VIA RANCHO,0.090872,5,Local Collector,35,2,262.9266104,2.89337321,2,No Median,479.8234965
17624,VIA RANCHO,0.097867,5,Local Collector,35,2,283.165756,2.89337321,2,No Median,516.7192177
17625,RIVIERA,0.623111,5,Local Collector,45,2,3832.771044,6.15102453,2,No Median,3290.006518
17626,RIVIERA,0.25538,5,Local Collector,25,2,1676.566955,6.56498925,2,No Median,1348.420667
17627,LAUREL,0.068244,3,Major Arterial,35,2,879.8429871,12.89260575,4,No Median,360.3187117
17628,MARINA WAY,0.261907,4,Collector,25,2,242.5043941,0.92591796,2,Raised of Fixed Median,1382.891432
17629,32ND,0.184433,4,Collector,30,2,170.7698264,0.92591796,2,Raised of Fixed Median,973.7840843
17630,TERRA NOVA DR,0.538223,4,Collector,35,2,4510.271907,8.37993157,2,No Median,2841.832242
17631,CORPORATE CENTER,0.276902,5,Local Collector,30,2,938.5174368,3.38934871,3,No Median,1462.058822
17632,CORPORATE CENTER,0.159188,5,Local Collector,30,2,550.6592843,3.45917584,2,No Median,840.5605903
17633,COOL VALLEY,0.337703,6,Rural Collector,30,2,433.6331353,1.28406658,2,No Median,1783.073536
17634,CORPORATE CENTER,0.141095,5,Local Collector,30,2,1290.044608,9.1430923,3,No Median,744.9360617
17635,VIA RANCHO,0.058412,3,Major Arterial,45,2,529.9042944,9.0718396,2,No Median,308.4150322
17636,OLYMPIC PARKWAY,0.302057,2,Prime Arterial,50,2,7003.619721,23.18641754,6,Raised of Fixed Median,1594.859027
17637,OLYMPIC PARKWAY,0.202993,2,Prime Arterial,50,2,4706.680455,23.18641754,6,Raised of Fixed Median,1071.787256
17638,LA MEDIA,0.209432,2,Prime Arterial,45,2,6510.082427,31.0844686,6,Raised of Fixed Median,1105.783654
17639,LA MEDIA,0.269886,2,Prime Arterial,45,2,8389.262892,31.0844686,6,Raised of Fixed Median,1425.022788
17640,VIA RANCHO,0.204097,3,Major Arterial,45,2,1851.535246,9.0718396,2,No Median,1077.639563
17641,VIA RANCHO,0.360925,3,Major Arterial,45,2,3215.177176,8.90815869,2,No Median,1905.662914
17642,VIA RANCHO,0.284302,3,Major Arterial,45,2,1662.795203,5.8486933,2,No Median,1501.112405
17643,VIA RANCHO,0.744949,3,Major Arterial,45,2,5096.461911,6.84135681,2,No Median,3933.328669
17644,OLYMPIC PARKWAY,0.097346,2,Prime Arterial,50,2,3045.634234,31.28669112,8,Raised of Fixed Median,513.9615124
17645,OLYMPIC PARKWAY,0.18071,2,Prime Arterial,50,2,4262.232082,23.58603332,8,Raised of Fixed Median,954.1341222
17646,VIA RANCHO,0.258808,3,Major Arterial,50,2,2461.575942,9.51120499,5,Raised of Fixed Median,1366.545054
17647,VIA RANCHO,0.305772,3,Major Arterial,50,2,2807.608805,9.18203369,6,Raised of Fixed Median,1614.436648
17648,OLYMPIC PARKWAY,0.109085,2,Prime Arterial,50,2,1870.126228,17.14375238,6,Raised of Fixed Median,575.9782237
17649,GREENSVIEW,0.30005,7,Local (non-circulation element) Road,35,2,890.9695103,2.96940347,2,Continuous LT Center Lane,1584.253669
17650,CLUBHOUSE,0.337349,7,Local (non-circulation element) Road,35,2,1079.939898,3.20125418,2,No Median,1781.213202
17651,CLUBHOUSE,0.251569,7,Local (non-circulation element) Road,35,2,510.8632961,2.03070846,2,No Median,1328.299128
17652,OAK SPRINGS,0.388726,7,Local (non-circulation element) Road,25,2,1872.555153,4.81715952,2,No Median,2052.439489
17653,ALEXANDER,0.025683,7,Local (non-circulation element) Road,25,2,9.437671449,0.36746764,2,No Median,135.6283714
17654,ALEXANDER,0.021934,7,Local (non-circulation element) Road,25,2,22.38907613,1.02074752,2,No Median,115.8351575
17655,CALIENTE,0.090238,3,Major Arterial,40,2,609.3310062,6.75248793,5,Raised of Fixed Median,476.4426191
17656,CALIENTE,0.130475,3,Major Arterial,30,2,23.66946114,0.18140993,5,Raised of Fixed Median,688.9098123
17657,PALM,0.135281,3,Major Arterial,40,2,1263.989991,9.34344063,4,No Median,714.2857659
17658,PALM,0.20257,3,Major Arterial,40,2,1685.746131,8.32179558,4,No Median,1069.585761
17659,HIDDEN TRAILS,0.168489,4,Collector,40,2,169.0202285,1.0031529,2,No Median,889.6031938
17660,AV DE LAS VISTAS,0.139504,5,Local Collector,30,2,557.2287224,3.9943566,2,No Median,736.5611328
17661,AV DE LAS VISTAS,0.232678,5,Local Collector,30,2,929.3989038,3.9943566,2,No Median,1228.538575
17662,FEDERAL,0.053076,4,Collector,35,2,929.6411184,17.51528221,4,Raised of Fixed Median,280.2309915
17663,REO,0.164716,4,Collector,40,2,1542.660531,9.36557791,3,Raised of Fixed Median,869.7016286
17664,40TH,0.041862,7,Local (non-circulation element) Road,25,2,486.0739049,11.61133976,3,No Median,221.0557272
17665,RAMP,0.26517,9,Local Ramp,50,1,3698.95201,13.94936082,2,No Median,1400.074777
17666,RAMP,0.023679,9,Local Ramp,30,1,158.2338786,6.68245613,2,No Median,125.0607453
17667,SIEMPRE VIVA,0.160909,3,Major Arterial,50,2,2.914702891,0.01811398,4,Raised of Fixed Median,849.5960751
17668,AVIARA,0.099244,3,Major Arterial,45,2,2064.976318,20.80706458,4,Raised of Fixed Median,523.9828059
17669,AVIARA,0.226174,3,Major Arterial,45,2,4390.035503,19.40999188,4,Raised of Fixed Median,1194.246125
17670,SR-79,1.79921,3,Major Arterial,55,2,6092.39187,3.38614829,2,Raised of Fixed Median,9499.767897
17671,SR-79,3.783963,3,Major Arterial,55,2,13591.34068,3.59182706,2,Raised of Fixed Median,19979.4075
17672,PALM CANYON,0.305966,4,Collector,40,2,553.2221755,1.80811651,2,Raised of Fixed Median,1615.500165
17673,PALM CANYON,0.173864,4,Collector,40,2,389.1501179,2.23824436,2,No Median,918.0016377
17674,RANGO,0.559809,5,Local Collector,30,2,386.4192263,0.69026976,2,No Median,2955.830484
17675,RANGO,0.552416,5,Local Collector,30,2,392.1683566,0.70991491,2,No Median,2916.75757
17676,MISSION,0.096162,3,Major Arterial,45,2,1467.951049,15.2653964,4,Raised of Fixed Median,507.704716
17677,MISSION,0.14125,3,Major Arterial,45,2,2148.804803,15.21277736,4,Raised of Fixed Median,745.8303496
17678,COLLEGE,0.054096,3,Major Arterial,45,2,2113.490449,39.06925556,4,Raised of Fixed Median,285.6002602
17679,COLLEGE,0.065329,3,Major Arterial,45,2,2552.355396,39.06925556,4,Raised of Fixed Median,344.9614727
17680,OCEANSIDE,0.038047,2,Prime Arterial,55,2,1162.452072,30.5530547,6,Raised of Fixed Median,200.8740005
17681,OCEANSIDE,0.104228,2,Prime Arterial,55,2,3184.483785,30.5530547,6,Raised of Fixed Median,550.3274442
17682,OCEANSIDE,0.071085,3,Major Arterial,35,2,1292.202943,18.17827873,4,Continuous LT Center Lane,375.3291707
17683,OCEANSIDE,0.197986,3,Major Arterial,35,2,3599.044692,18.17827873,4,Continuous LT Center Lane,1045.365115
17684,SKYLARK,0.030442,5,Local Collector,35,2,103.4584579,3.39854339,2,No Median,160.7487029
17685,SKYLARK,0.133783,5,Local Collector,35,2,486.9852681,3.64011323,2,No Median,706.375796
17686,DOWNS,0.126589,5,Local Collector,25,2,261.5537619,2.06616501,2,No Median,668.385307
17687,DOWNS,0.158311,5,Local Collector,25,2,327.0966483,2.06616501,2,No Median,835.8831532
17688,AVOCADO,0.258543,5,Local Collector,25,2,925.9097657,3.58126024,2,No Median,1365.084764
17689,AVOCADO,0.080547,5,Local Collector,25,2,230.7801285,2.86516107,2,No Median,425.2897715
17690,PLAZA,0.074187,3,Major Arterial,35,2,1012.426432,13.64695205,2,No Median,391.7048552
17691,PLAZA,0.175523,3,Major Arterial,35,2,2397.649871,13.66003242,2,No Median,926.7805986
17692,RANCHO DEL ORO,0.048712,4,Collector,35,2,205.0532422,4.20950161,2,No Median,257.1975325
17693,ARMADA,0.096069,4,Collector,40,2,1293.012508,13.45920649,4,No Median,507.2098416
17694,ARMADA,0.153926,4,Collector,40,2,1370.55163,8.90396444,4,No Median,812.7249098
17695,VALLEY,0.078603,2,Prime Arterial,35,2,2289.774299,29.13087668,7,Raised of Fixed Median,415.0257257
17696,VALLEY,0.056374,2,Prime Arterial,35,2,1642.224042,29.13087668,6,Raised of Fixed Median,297.6544444
17697,JULIAN,0.1299,6,Rural Collector,55,2,1060.4184,8.16334411,2,No Median,685.884801
17698,JULIAN,0.512526,6,Rural Collector,30,2,4222.588358,8.23877883,2,No Median,2706.137011
17699,SAN PASQUAL VALLEY,0.340656,3,Major Arterial,55,2,5994.52853,17.59701438,4,Raised of Fixed Median,1798.710867
17700,RAMP,0.150336,9,Local Ramp,30,1,1278.817751,8.50639734,2,No Median,793.7502868
17701,JULIAN,1.031152,6,Rural Collector,45,2,8746.191191,8.48196114,2,No Median,5444.502085
17702,JULIAN,0.624873,6,Rural Collector,45,2,4785.111468,7.6577344,2,No Median,3299.325702
17703,MOUNTAIN VISTA,0.038933,4,Collector,40,2,286.4476778,7.35745198,4,No Median,205.5616173
17704,MOUNTAIN VISTA,0.055778,4,Collector,40,2,410.3839564,7.35745198,4,No Median,294.5075524
17705,EL CAMINO REAL,0.033053,2,Prime Arterial,35,2,955.6558907,28.91283365,6,Raised of Fixed Median,174.5201141
17706,EL CAMINO REAL,0.043186,2,Prime Arterial,35,2,1248.629634,28.91283365,6,Raised of Fixed Median,228.0204584
17707,MAIN,0.108159,3,Major Arterial,35,2,1768.412551,16.35011928,4,Continuous LT Center Lane,571.064002
17708,MAIN,0.096115,3,Major Arterial,35,2,1733.340608,18.03402807,4,Continuous LT Center Lane,507.513141
17709,CAM DEL NORTE,0.282342,2,Prime Arterial,45,2,5971.209323,21.14885254,4,Raised of Fixed Median,1490.793097
17710,CAM DEL NORTE,0.257709,2,Prime Arterial,45,2,5144.143304,19.96105415,4,Raised of Fixed Median,1360.703007
17711,KETTNER,0.036934,4,Collector,25,2,147.7505457,4.00039383,2,No Median,195.0101942
17712,KETTNER,0.039396,4,Collector,25,2,132.0154211,3.35098541,2,No Median,208.0095272
17713,HARBOR,0.057963,3,Major Arterial,25,2,625.5909727,10.7929364,6,Raised of Fixed Median,306.042869
17714,HARBOR,0.051862,3,Major Arterial,25,2,584.6875105,11.27390981,6,Raised of Fixed Median,273.8311519
17715,PACIFIC,0.035985,3,Major Arterial,35,2,157.6029512,4.37968462,6,Raised of Fixed Median,190.0025796
17716,PACIFIC,0.035796,3,Major Arterial,35,2,135.9340911,3.79746595,6,Raised of Fixed Median,189.0025956
17717,PLAZA,0.099843,3,Major Arterial,35,2,1233.752538,12.35692575,5,Continuous LT Center Lane,527.1744449
17718,RIDGEBACK,0.100487,5,Local Collector,30,2,578.6072165,5.75803056,2,No Median,530.5775956
17719,RIDGEBACK,0.136513,5,Local Collector,30,2,786.0460253,5.75803056,2,No Median,720.7717427
17720,PASEO DEL REY,0.222422,4,Collector,35,2,3126.617789,14.05714268,3,No Median,1174.381326
17721,PASEO DEL REY,0.040698,4,Collector,35,2,572.0975928,14.05714268,3,No Median,214.8871896
17722,JAMACHA ROAD,0.051184,3,Major Arterial,40,2,1386.733809,27.09311131,4,Continuous LT Center Lane,270.2040824
17723,JAMACHA ROAD,0.199794,3,Major Arterial,40,2,5413.041081,27.09311131,4,Continuous LT Center Lane,1054.95901
17724,BORREGO SPRINGS,1.335289,4,Collector,40,2,486.9359326,0.36466707,2,No Median,7050.368655
17725,BORREGO SPRINGS,2.980721,4,Collector,45,2,829.2358728,0.27819976,2,No Median,15738.19286
17726,TIERRA DEL SOL,2.232262,6,Rural Collector,35,2,871.9651958,0.39061956,2,No Median,11786.34752
17727,TIERRA DEL SOL,0.43398,6,Rural Collector,35,2,202.4048049,0.46639201,2,No Median,2291.433029
17728,LA POSTA,1.567558,6,Rural Collector,35,2,97.63445339,0.06228443,2,No Median,8276.704836
17729,LA POSTA,1.223948,6,Rural Collector,35,2,76.23290108,0.06228443,2,No Median,6462.445904
17730,JEWEL VALLEY,2.339191,7,Local (non-circulation element) Road,25,2,0,0,2,Continuous LT Center Lane,12351.04074
17731,SHOCKEY TRUCK,2.048875,6,Rural Collector,35,2,386.411074,0.1885967,2,No Median,10818.05312
17732,SHOCKEY TRUCK,2.428869,6,Rural Collector,20,2,52.45338615,0.02159581,2,No Median,12824.42617
17733,VIA RANCHO,0.192123,3,Major Arterial,50,2,2040.256875,10.61953475,6,Raised of Fixed Median,1014.408739
17734,HOWARD,0.079735,4,Collector,25,2,173.8199242,2.1799702,2,Continuous LT Center Lane,421.00276
17735,3RD,0.05303,4,Collector,35,1,218.7677359,4.12535802,2,No Median,280.0005426
17736,VIA RANCHO,0.207379,2,Prime Arterial,50,2,4517.402778,21.78331836,4,No Median,1094.943582
17737,VIA RANCHO,0.183199,2,Prime Arterial,50,2,6362.500797,34.72999742,7,Raised of Fixed Median,967.3069981
17738,LANDIS,0.24911,5,Local Collector,25,2,1692.180088,6.79290309,2,No Median,1315.299039
17739,VIA RANCHO,0.21465,4,Collector,45,2,1099.97573,5.12450841,2,No Median,1133.353534
17740,VIA RANCHO,0.549811,4,Collector,45,2,6608.542671,12.01966252,2,No Median,2902.986545
17741,WOODLAWN,0.129816,4,Collector,25,2,1138.065609,8.76675918,2,No Median,685.40285
17742,VIA RANCHO,0.231442,4,Collector,45,2,2835.569133,12.25174831,2,No Median,1222.051478
17743,16TH,0.081784,4,Collector,35,2,751.2526558,9.18581453,2,No Median,431.8204435
17744,16TH,0.030099,4,Collector,35,2,276.4838317,9.18581453,2,No Median,158.9221457
17745,CARDENO,0.092316,5,Local Collector,30,2,623.0735231,6.74935573,2,No Median,487.44657
17746,CARMEL CREEK,0.185672,5,Local Collector,30,2,491.6515748,2.64795755,2,No Median,980.3074302
